"case_label","p","q","p_recovered","abs_error","p0","gamma","mu","sigma","facet"
"inv_B",0.50375,-0.986449120442575,0.50375,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.5075,-0.972795451941913,0.5075,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.51125,-0.959037423179291,0.51125,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.515,-0.945173426527525,0.515,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.51875,-0.931201816923644,0.51875,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.5225,-0.917120910697468,0.5225,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.52625,-0.902928984354,0.52625,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.53,-0.888624273307442,0.53,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.53375,-0.874204970564501,0.53375,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.5375,-0.859669225354519,0.5375,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.54125,-0.845015141703859,0.54125,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.545,-0.830240776951765,0.545,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.54875,-0.815344140204818,0.54875,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.5525,-0.800323190726893,0.5525,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.55625,-0.785175836261381,0.55625,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.56,-0.769899931282207,0.56,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.56375,-0.754493275170001,0.56375,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.5675,-0.738953610309536,0.5675,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.57125,-0.723278620104324,0.57125,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.575,-0.707465926904005,0.575,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.57875,-0.691513089839884,0.57875,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.5825,-0.675417602563693,0.5825,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.58625,-0.659176890884345,0.58625,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.59,-0.642788310297091,0.59,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.59375,-0.62624914339916,0.59375,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.5975,-0.609556597185567,0.5975,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.60125,-0.592707800218352,0.60125,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.605,-0.575699799662074,0.605,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.60875,-0.558529558177908,0.60875,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.6125,-0.541193950668178,0.6125,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.61625,-0.523689760862587,0.61625,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.62,-0.506013677736831,0.62,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.62375,-0.488162291753609,0.62375,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.6275,-0.47013209091536,0.6275,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.63125,-0.451919456617308,0.63125,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.635,-0.43352065928854,0.635,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.63875,-0.41493185380801,0.63875,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.6425,-0.396149074681367,0.6425,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.64625,-0.37716823096346,0.64625,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_B",0.65,-0.357985100910282,0.65,0,0.5,0,-1,0.9,"inv_B
p0=0.50, gamma=0.000, mu=-1.00, sigma=0.90"
"inv_C",0.65,-0.266568511724472,0.650000001665983,1.66598346229563e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.651875,-0.228189587593079,0.651874996361354,3.63864594010721e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.65375,-0.189920902252197,0.653749990689827,9.31017274385937e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.655625,-0.151761651039124,0.655624993174117,6.82588341405221e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.6575,-0.113711297512054,0.65749999946541,5.34590371970012e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.659375,-0.075769305229187,0.659375005429141,5.42914069256994e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.66125,-0.0379351377487183,0.661250007145739,7.14573888949133e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.663125,-0.000208258628845215,0.663125000911368,9.11367870060076e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.665,0.0374121367931366,0.664999996625635,3.37436545372327e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.666875,0.0749268531799316,0.666875004556316,4.55631565809966e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.66875,0.112336158752441,0.668750008415139,8.41513869698218e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.670625,0.149640321731567,0.670624991981461,8.01853916598816e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.6725,0.186840951442719,0.672500006792759,6.79275924397871e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.674375,0.223937511444092,0.67437499660481,3.39518979597386e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.67625,0.260931342840195,0.676250000084292,8.42917957655231e-11,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.678125,0.297822713851929,0.678125001967411,1.9674107898382e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.68,0.334612160921097,0.680000000750362,7.50361883739004e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.681875,0.371300220489502,0.681874995152032,4.84796813804422e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.68375,0.407887697219849,0.683749997879081,2.12091877394016e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.685625,0.444374859333038,0.685624994408794,5.5912056096119e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.6875,0.480762511491776,0.687499997971946,2.02805372495618e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.689375,0.517050921916962,0.689374994420227,5.57977331006043e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.69125,0.553240895271301,0.691249997511055,2.48894471699401e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.693125,0.589332699775696,0.693124993473031,6.52696896530358e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.695,0.62532714009285,0.694999996592694,3.4073056598416e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.696875,0.661224484443665,0.696874993478003,6.52199749762161e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.69875,0.697025537490845,0.69874999894704,1.05295949737183e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.700625,0.732730567455292,0.70062499998952,1.04799502409492e-11,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.7025,0.768340110778809,0.70249999781556,2.18443974020488e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.704375,0.803854703903198,0.704374993865365,6.13463502219247e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.70625,0.839275151491165,0.706250004027171,4.02717115211004e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.708125,0.874601453542709,0.708125001806071,1.80607062638671e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.71,0.909834414720535,0.710000003515572,3.51557238875699e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.711875,0.944974303245544,0.711874997191295,2.80870482427531e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.71375,0.980021923780441,0.713749999687479,3.12521009071531e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.715625,1.01497754454613,0.715624999430588,5.6941207304817e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.7175,1.04984170198441,0.717499999373927,6.26072749199125e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.719375,1.08461493253708,0.719375002705314,2.70531352875025e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.72125,1.11929750442505,0.721249998328269,1.67173153098332e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.723125,1.15389022231102,0.723125004345052,4.34505220692216e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.725,1.18839308619499,0.724999995460509,4.53949111633989e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.726875,1.22280716896057,0.72687500484439,4.84438977821355e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.72875,1.25713247060776,0.728750007524241,7.52424111905015e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.730625,1.29136925935745,0.730624993171303,6.82869683021892e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.7325,1.32551860809326,0.732499995781343,4.21865742339378e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.734375,1.35958051681519,0.734374990756466,9.2435342713415e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.73625,1.39355579018593,0.736249997899772,2.10022821356404e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.738125,1.42744469642639,0.738125007686806,7.6868060805424e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.74,1.46124723553658,0.739999995785368,4.21463164368419e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.741875,1.49496448040009,0.741874997539918,2.46008236004513e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.74375,1.52859669923782,0.743750003921004,3.92100374391191e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.745625,1.56214416027069,0.745625005989616,5.9896161364037e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.7475,1.59560739994049,0.747500009945409,9.94540860776993e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.749375,1.62898641824722,0.74937499205934,7.94066012943517e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.75125,1.66228255629539,0.751250004159474,4.15947354337476e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.753125,1.69549554586411,0.753125007804018,7.8040182094341e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.755,1.72862565517426,0.754999994739395,5.26060484062896e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.756875,1.76167395710945,0.75687500251462,2.5146199567061e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.75875,1.79464018344879,0.758749992853999,7.14600056905823e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.760625,1.82752540707588,0.760625003833768,3.83376763668508e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.7625,1.86032935976982,0.762499997328845,2.6711547418401e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.764375,1.89305284619331,0.764374996556897,3.44310269184689e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.76625,1.92569613456726,0.766249994282332,5.71766811674479e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.768125,1.95825976133347,0.768124998828153,1.17184706383e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.77,1.99074399471283,0.770000003263671,3.26367100011993e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.771875,2.02314910292625,0.771875000754634,7.54633688870854e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.77375,2.05547562241554,0.773750000139824,1.39824152256551e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.775625,2.0877238214016,0.775624994892289,5.10771092088191e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.7775,2.11989450454712,0.777500009886075,9.8860754027541e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.779375,2.15198713541031,0.779374991948014,8.05198585585032e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.78125,2.18400305509567,0.781249997640652,2.35934816128491e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.783125,2.21594226360321,0.78312500540459,5.40458966469259e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.785,2.24780476093292,0.784999993628588,6.37141173154276e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.786875,2.27959161996841,0.786875004011608,4.01160826779545e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.78875,2.31130257248878,0.78874999941462,5.85380077744446e-10,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.790625,2.34293842315674,0.790625006160508,6.16050788160294e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.7925,2.37449917197227,0.792500003113763,3.11376335826452e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.794375,2.4059853553772,0.794375001071657,1.07165687435185e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.79625,2.43739724159241,0.796249995054613,4.9453867667637e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.798125,2.46873536705971,0.798124996251613,3.7483868231547e-09,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
"inv_C",0.8,2.5,0.8,0,0.8,0.1,2.5,1.8,"inv_C
p0=0.80, gamma=0.100, mu=2.50, sigma=1.80"
